Sighting Animal,Sighting Evidence,Sighting Evidence Comment,Sighting Quantity,Sighting Presence,Sighting Evidence of Absence,Sighting Provisions Related,Sighting Evidence of Provision,Sighting Native American Presence,Observation Year,Observation Season,Observation Month,Observation Day,Observer Name,Observer ID,Observer Years,Observer Participation,Observer Point of Origin,Observer Notes,Observer Profession,Observer Official Status,Observer Gender,Observation Location,Observation Comments,Trip Participants,Trip Number Participants,Trip Purpose,Trip Comments,Trip Start Year,Trip Start Month,Trip Start Day,Trip End Year,Trip End Month,Trip End Day,Trip Digital Route Available,Source Document,Source Page,Source Author,Source Date of Publication,Source Title,Source Subtitle,Source Publisher,Source Publisher Location,Source Comments
Beaver,assumption,thought was a beaver,Unknown,1,,0,,0,1878,,,0,"Kelly, Luther S. ""Yellowstone""",lske,"1878, 1879",First Hand,regional,,military personnel,Non to Official,M,descending toward Yellowstone Lake,,"Kelly, Gilbert",3,investigate trespassing by prospectors into Crow Reservation,"Asarokas, Yellowstone Lake, Heart Lake, Mammoth Hot Springs",1878,,0,1878,,0,0,Kelly 1926,220,"Kelly, Luther S.",1926,,,,,
Beaver,assumption,trade,Unknown,1,,0,,1,1849,winter,,0,"Hamilton, William",wiha,"1839, 1842, 1849",First Hand,regional,,trapper,Non to Official,M,South Fork of Shoshone River,,William Hamilton,7,,,1849,February,0,1849,March,0,0,Hamilton 1910,245,Hamilton,1910,,,,,
Beaver,assumption,departed to catch,Unknown,1,,0,,0,1811,summer,,0,"Hunt, Wilson Price",wphu,1811,First Hand,continental,,trapper,Non to Official,M,Hoback Junction area,,"Wilson Price Hunt, Mackenzie, McClellan, Miller",65,Astorians,"overland up Missouri R from St Louis, across SD & WY to Columbia to Astoria",1811,,0,1811,,0,1,Stuart 1935,289,Stuart,1935,,,,,
Beaver,assumption,trapping,Unknown,1,,0,,1,1811,fall,October,10,"Hunt, Wilson Price",wphu,1811,First Hand,continental,,trapper,Non to Official,M,Mr. Andrew Henry's fort,"present day St. Anthony, ID","Wilson Price Hunt, Mackenzie, McClellan, Miller",65,Astorians,"overland up Missouri R from St Louis, across SD & WY to Columbia to Astoria",1811,,0,1811,,0,1,Stuart 1935,290,Stuart,1935,,,,,
Beaver,assumption,setting traps,Unknown,1,,0,,0,1881,summer,September,27,"Leckler, H. Banard",hble,1881,First Hand,continental,,tourist,Non to Official,M,a mile east of Gallatin City,on Madison River,"Leckler, Mrs Leckler, Ellis, Mrs Ellis, Bill Cromwell, Bob Pratt, Reis, George Graham",7,,"entered from west, geyser basins, Mary Mtn to Canyon, Washbun, MHS, left north",1881,August,21,1881,September,27,0,Leckler 1884r,431,"Leckler, H. Banard",1881,,,,,
Beaver,assumption,trap,Unknown,1,,0,,0,1878,winter,March,16,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,two miles below home,,Richard Leigh,,,,1878,January,0,1878,September,0,0,Leigh 1956,1 to 3,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set traps,Unknown,1,,0,,0,1876,summer,August,2,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,hunt,Unknown,1,,0,,0,1876,summer,July,16,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,circle of 10 miles,possibly from Conant Creek,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set eight traps,Unknown,1,,0,,0,1876,summer,July,20,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,moved camp to north fork of Conant Creek,,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,hunt,Unknown,1,,0,,0,1876,summer,July,21,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,down Conant Creek,,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set four traps,Unknown,1,,0,,0,1876,summer,July,21,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly Conant Creek,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,hunt,Unknown,1,,0,,0,1876,summer,July,22,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,up the creek,possibly Conant Creek,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set two traps,Unknown,1,,0,,0,1876,summer,July,22,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,up the creek,possibly Conant Creek,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,hunt,Unknown,1,,0,,0,1876,summer,July,28,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,"to middle fork 5 miles from foot of range, circle 15 miles",from camp previous night,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set three traps,Unknown,1,,0,,0,1876,summer,July,30,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,down the north side of Conant Creek 12 miles,,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set some traps,Unknown,1,,0,,0,1876,summer,August,5,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set nine traps,Unknown,1,,0,,0,1876,summer,August,8,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set four traps,Unknown,1,,0,,0,1876,summer,August,15,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,moved camp to Teton Creek,one mile upstream from boundary,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set four traps,Unknown,1,,0,,0,1876,summer,August,19,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly in Teton Creek swamp,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set six traps,Unknown,1,,0,,0,1876,summer,August,20,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly in Teton Creek swamp,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set three traps,Unknown,1,,0,,0,1876,summer,August,22,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,moved camp 2.5 miles,possibly Teton Creek,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,hunt,Unknown,1,,0,,0,1876,summer,August,25,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,swamp,,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set two traps,Unknown,1,,0,,0,1876,summer,August,30,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set three traps,Unknown,1,,0,,0,1876,summer,September,1,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,Pine Creek,,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,hunt,Unknown,1,,0,,0,1876,summer,September,4,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,"down the canyon, 5 or 6 miles","to little bottom, possibly Pine Creek","Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,hunt,Unknown,1,,0,,0,1876,summer,September,9,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,head of lower canyon of Snake River,,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set three traps,Unknown,1,,0,,0,1876,summer,September,26,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,camp south junction of Teton River and north fork of Snake River,,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set three traps,Unknown,1,,0,,0,1876,summer,September,27,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,camp south junction of Teton River and north fork of Snake River,,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set three traps,Unknown,1,,0,,0,1876,fall,October,2,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,3 miles upstream,possibly up South Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set four traps,Unknown,1,,0,,0,1876,fall,October,4,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,camp south junction of Teton River and north fork of Snake River,,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set three traps,Unknown,1,,0,,0,1876,fall,October,6,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly mouth of South Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set three traps,Unknown,1,,0,,0,1876,fall,October,13,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,upstream one mile,possibly mouth of South Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,trapped for furs,Unknown,1,,0,,0,1870,winter,,0,"Bean, John B.",jobe,"1870, 1872, 1873, 1874, 1875, 1876,  1877, 1879",First Hand,resident,,hunter,Non to Official,M,"Jefferson, Beaverhead to  Missouri & Gallatin Rivers",,John Bean,,trapping,,1870,,0,1870,,0,0,Bean n.d.,2 to 3,"Bean, John B.",,,,,,
Beaver,assumption,set two beaver traps,Unknown,1,,0,,0,1875,spring,June,4,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,camped on Horse Creek in Teton Basin,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,3 to 6,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,took three traps and set on main river,Unknown,1,,0,,0,1875,spring,June,5,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,foothills,possibly east side of Teton Basin,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,3 to 6,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set six traps,Unknown,1,,0,,0,1875,spring,June,9,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,Trail Creek at junction with swamp,Teton Basin,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,3 to 6,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set three traps,Unknown,1,,0,,0,1875,spring,June,11,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,Teton Creek swamp,8 miles from Trail Creek swamp,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,3 to 6,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,found places for four traps,Unknown,1,,0,,0,1875,spring,June,12,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,North Branch of Leighs Creek,Teton Flat,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,3 to 6,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set two beaver traps,Unknown,1,,0,,0,1875,spring,June,14,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly Teton Creek,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,3 to 6,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set three traps,Unknown,1,,0,,0,1875,spring,June,16,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,Teton Creek,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,3 to 6,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,sold them traps,Unknown,1,,0,,1,1875,spring,June,18,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,camped on Horse Creek,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,3 to 6,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set two traps,Unknown,1,,0,,0,1878,spring,May,3,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,,Richard Leigh,,,,1878,January,0,1878,September,0,0,Leigh 1956,6 to 14,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,looking for sign,Unknown,1,,0,,0,1878,spring,May,30,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,up the river,possibly on North Fork,Richard Leigh,,,,1878,January,0,1878,September,0,0,Leigh 1956,6 to 14,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,traps,Unknown,1,,0,,0,1878,summer,August,2,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,,Richard Leigh,,,,1878,January,0,1878,September,0,0,Leigh 1956,6 to 14,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,put four traps down,Unknown,1,,0,,0,1875,spring,June,23,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,base of Crater Buttes,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,7 to 8,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set 11 beaver traps,Unknown,1,,0,,0,1875,summer,August,19,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,2 miles up the river,possibly Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set 11 beaver traps,Unknown,1,,0,,0,1875,summer,August,24,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set eight traps,Unknown,1,,0,,0,1875,summer,August,28,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,island,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,traps,Unknown,1,,0,,0,1875,summer,September,4,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,set nine traps,Unknown,1,,0,,0,1875,summer,September,4,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly North Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,11 to 18,"Leigh, Richard ""Beaver Dick""",1956,,,,,
