Sighting Animal,Sighting Evidence,Sighting Evidence Comment,Sighting Quantity,Sighting Presence,Sighting Evidence of Absence,Sighting Provisions Related,Sighting Evidence of Provision,Sighting Native American Presence,Observation Year,Observation Season,Observation Month,Observation Day,Observer Name,Observer ID,Observer Years,Observer Participation,Observer Point of Origin,Observer Notes,Observer Profession,Observer Official Status,Observer Gender,Observation Location,Observation Comments,Trip Participants,Trip Number Participants,Trip Purpose,Trip Comments,Trip Start Year,Trip Start Month,Trip Start Day,Trip End Year,Trip End Month,Trip End Day,Trip Digital Route Available,Source Document,Source Page,Source Author,Source Date of Publication,Source Title,Source Subtitle,Source Publisher,Source Publisher Location,Source Comments
Bighorn Sheep,observed animal,ewes,Less than 10,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,head of drainage,probably Tom Miner Creek,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,164 to 165,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Bighorn Sheep,observed animal,band of ewes,30 to 100,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,head of drainage,probably Tom Miner Creek,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,165 to 166,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Bighorn Sheep,observed animal,magnificent band of old rams,30 to 100,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,head of drainage,probably Tom Miner Creek,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,165 to 166,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Bighorn Sheep,observed animal,band,30 to 100,1,,0,,0,1878,summer,September,0,"Allen, William A.",wial,"1877, 1878",First Hand,resident,,scientist,Non to Official,M,canyon of Middle Boulder Creek,,"Dr. William Allen, John Len",,hunting,,1878,September,0,1878,September,0,0,Allen 1903,180 to 184,"Allen, William A.",1903,,,,,
Bighorn Sheep,observed animal,enough around for meat,Less than 10,1,,0,,0,1881,summer,,0,"Pickett, William D.",wipi,"1877, 1879, 1880, 1881",First Hand,continental/resident,,rancher,Non to Official,M,Sheep Mountain,"Heart Mountain, eastern spur of Absaroka Mountains","Pickett, Hofer, Corey",,hunting,"Bighorn Basin, Clark's Fork, Greybull",1881,May,5,1881,October,30,0,Pickett 1913,195 to 200,"Pickett, William D.",1913,,,,,
Bighorn Sheep,observed animal,,Less than 10,1,,0,,0,1835,summer,July,15,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,following North Fork of Shoshone towards present Cody,before leaving the mountains,Osborne Russell,,,,1835,May,1,1835,October,3,1,Russell 1955,24 to 25,Russell,1955,,,,,
Bighorn Sheep,observed animal,abundance,More than 500,1,,0,,0,1880,,,0,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,YNP,,"Norris, Yount",,superintendent,,1880,June,0,1880,November,0,0,Norris 1881a,26 to 27,"Norris, Philetus W.",1881,,,,,
Bighorn Sheep,observed animal,rams fighting,Less than 10,1,,0,,0,1870,winter,,0,"Allen, Jirah Isham",jial,"1870, 1872, 1873, 1878",First Hand,resident,,hunter,Non to Official,M,,,"Jirah Isham Allen, McCumber",,,,1870,,0,1870,,0,0,Allen nd,28 to 9,"Allen, Jirah Isham",,,,,,
Bighorn Sheep,observed animal,great bands,More than 500,1,,0,,0,1870,winter,,0,"Allen, Jirah Isham",jial,"1870, 1872, 1873, 1878",First Hand,resident,,hunter,Non to Official,M,,,"Jirah Isham Allen, McCumber",,,,1870,,0,1870,,0,0,Allen nd,28 to 9,"Allen, Jirah Isham",,,,,,
Bighorn Sheep,observed animal,,Less than 10,1,,0,,0,1870,winter,,0,"Allen, Jirah Isham",jial,"1870, 1872, 1873, 1878",First Hand,resident,,hunter,Non to Official,M,,,"Jirah Isham Allen, McCumber",,,,1870,,0,1870,,0,0,Allen nd,28 to 9,"Allen, Jirah Isham",,,,,,
Bighorn Sheep,observed animal,herd,30 to 100,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,Big Creek Drainage,,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,354 to 355,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Bighorn Sheep,observed animal,12 or 14,10 to 30,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,Big Creek Drainage,,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,354 to 355,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Bighorn Sheep,observed animal,ewe,Less than 10,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,Big Creek Drainage,,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,356 to 358,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Bighorn Sheep,observed animal,8 or 9,Less than 10,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,Big Creek Drainage,,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,356 to 358,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Bighorn Sheep,observed animal,ragged skinned old ram,Less than 10,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,Big Creek Drainage,,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,356 to 358,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Bighorn Sheep,observed animal,four rams,Less than 10,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,Big Creek Drainage,,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,356 to 358,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Bighorn Sheep,observed animal,abundance,More than 500,1,,0,,0,1881,winter,,0,"Yount, Harry",hayo,"1880, 1881",First Hand,resident,,civilian official,Official,M,Firehole Basin,,Yount,,game keeper,,1881,,0,1881,,0,0,Yount 1881b,62 to 63,"Yount, Harry",1881,,,,,
Bighorn Sheep,observed animal,,Less than 10,1,,0,,0,1881,winter,,0,"Yount, Harry",hayo,"1880, 1881",First Hand,resident,,civilian official,Official,M,YNP,,Yount,,game keeper,,1881,,0,1881,,0,0,Yount 1881b,62 to 63,"Yount, Harry",1881,,,,,
Bighorn Sheep,observed animal,many large and small herds,More than 500,1,,0,,0,1867,,,0,"Mathews, Alfred E.",alma,1867,First Hand,continental,,artist,Non to Official,M,southern end of present Paradise Valley near Yankee Jim Canyon,,Alfred E. Mathews,,drawing,,1867,,0,1867,,0,0,Mathews 1868,74 to 5,"Mathews, Alfred E.",1868,,,,,
Bighorn Sheep,observed animal,thousands also woolly sheep,More than 500,1,,0,,0,1877,summer,July,0,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,eastern portion of YNP,,Philetus Norris,,superintendent,,1877,July,0,1877,,0,0,Norris 1878a,842 to 843,"Norris, Philetus W",1878,,,,,
Bighorn Sheep,observed animal,flock of 30 or 40,30 to 100,1,,0,,0,1872,summer,August,1,"Blackmore, William",wibl,1872,First Hand,international,,hunter,Non to Official,M,visiting the miners,,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Blackmore 1872:6,84 to 85,"Blackmore, William",1872,,,,,
Bighorn Sheep,observed animal,,Less than 10,1,,0,,0,1875,summer,,0,"Grinnell, George Bird",gbgr,"1875, 1877, 1879",First Hand,continental,,scientist,Official,M,YNP,,"Capt. Ludlow, GB Grinnell",22,information gathering,33 animals,1875,August,9,1875,September,3,0,Grinnell 1875,90 to 91,"Grinnell, George Bird",1875,,,,,
Bighorn Sheep,observed animal,plenty,100 to 500,1,,0,,0,1839,winter,January,0,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,where Lewis Fork leaves the Mountain,,"Osborne Russell, White, the Canadian",,,,1839,January,1,1839,September,5,1,Russell 1955,93 to 94,Russell,1955,,,,,
Bighorn Sheep,observed animal,thousands and thousands,More than 500,1,,0,,0,1866,,,0,"Brown, Joe",jebr,"1866, 1867",First Hand,resident,,prospector,Non to Official,M,Bear Gulch area,"north of present YNP, east of present Gardiner (up Jardine)",Joe Brown,,,,1866,,0,1866,,0,0,Livingston Enterprise 1909,,,1909,,,,,interview in newspaper
Bighorn Sheep,observed animal,couldn't look anywhere without seeing them,More than 500,1,,0,,0,1866,,,0,"Brown, Joe",jebr,"1866, 1867",First Hand,resident,,prospector,Non to Official,M,Bear Gulch area,"north of present YNP, east of present Gardiner (up Jardine)",Joe Brown,,,,1866,,0,1866,,0,0,Livingston Enterprise 1909,,,1909,,,,,interview in newspaper
Bighorn Sheep,observed animal,,Less than 10,1,,0,,0,1867,summer,,0,"Freeman, Legh",lefr,1867,First Hand,continental,,journalist,Non to Official,M,area around upper Yellowstone River and geyser basins,,Legh Freeman,,,,1867,,0,1867,,0,0,Freeman 1867,,"Freeman, Legh",1867,,,,,published in Liberty Weekly Tribune
Bighorn Sheep,observed animal,,Less than 10,1,,0,,0,1867,,,0,"Freeman, Legh",lefr,1867,First Hand,continental,,journalist,Non to Official,M,YNP area,,Legh Freeman,,,,1867,,0,1867,,0,0,Freeman 1868b,,"Freeman, Legh",1868,,,,,published in The Frontier Index
Bighorn Sheep,observed animal,,Less than 10,1,,0,,0,1871,spring,,0,"Calfee, Henry Bird",hbca,1871,First Hand,regional,,artist,Non to Official,M,Mud Volcano area,,"Henry Bird Calfee, Macon Josey",2,,,1871,,0,1871,,0,0,Calfee 1899a,,"Calfee, Henry Bird",1899,,,,,
Bighorn Sheep,observed animal,surprised a herd,30 to 100,1,,0,,0,1874,,,0,"Richards, Alonzo V.",avri,1874,First Hand,regional,,civilian official,Official,M,"Canyon Creek, foot of Yankee Jim Canyon, Miner's Ranch",,"WA Richards, Billie, Dick, Roney, Tom Barry, Frank, Ben, Wheaton, AV Richards",,survey West boundary of WY,"Geneva, ID to corner, Bozeman",1874,June,20,1874,September,0,0,Richards 1875,,"Richards, Alonzo V.",1875,,,,,
Bighorn Sheep,observed animal,bunch,Less than 10,1,,0,,0,1874,,,0,"Bottler, Floyd",frbo,"1871, 1874",First Hand,resident,,hunter,Official,M,Mount Washburn,,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Bottler 1961,,Bottler,1961,,,,,
Bighorn Sheep,observed animal,mountian sheep,Less than 10,1,,0,,0,1878,summer,July,7,"Blackburn, Charles",chbl,1878,First Hand,continental,,prospector,Non to Official,M,country in vicinity of North and South Forks of Shoshone,,Charles Blackburn,,,,1878,,0,1878,,0,0,Blackburn 1878,,"Blackburn, Charles",1878,,,,,
Bighorn Sheep,observed animal,no trouble to find,More than 500,1,,0,,0,1879,,,0,"Cochran, Joseph",joco,1879,Second Hand,resident,,travel support,Non to Official,M,YNP,,"Pickett, Cochran",,hunting,,1879,,0,1879,,0,0,Billings Gazette 1931,,"Cochran, Joseph",1931,,,,,
Bighorn Sheep,observed animal,flock of 200 to 300,100 to 500,1,,0,,0,1881,summer,August,3,"Cummings, Lt. Joseph Franklin",jocu,1881,First Hand,regional,,military personnel,Official,M,,same as above,"John Hoyt, Maj Mason, Lt Cummings, Watkins, Weesaw, Washington, Danny, Casey, Fisher, Madden",17,survey routes into park from WY,"5 enlisted men, 2 packers, 2 guides, arranged by Sheridan, Wind, Two Ocean, Upper Yellowstone, Jones Pass",1881,July,23,1881,August,27,0,Cummings 1881,,"Cummings, Lt. Joseph Franklin",1881,,,,,
Bison,observed animal,,Less than 10,1,,0,,0,1870,spring,,0,"Gourley, James A.",jago,1870,First Hand,resident,,prospector,Non to Official,M,"Buffalo Plateau, crossed head of Buffalo Creek",,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Gourley 1929,1,"Gourley, James A.",1929,,,,,
Bison,observed animal,covered with bison,More than 500,1,,0,,0,1867,,,0,"Brown, Joe",jebr,"1866, 1867",First Hand,resident,,prospector,Non to Official,M,"south end of Yankee Jim Canyon, north of Gardiner",,Joe Brown,,,,1867,,0,1867,,0,0,Potter 1962,7,"Potter, Lena",1962,,,,,
Bison,observed animal,occasionally,30 to 100,1,,0,,0,1880,,,0,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,"northwest protion of YNP, Gallatin Range",,"Norris, Yount",,superintendent,,1880,June,0,1880,November,0,0,Norris 1881a,9,"Norris, Philetus W.",1881,,,,,
Bison,observed animal,large herds,100 to 500,1,,0,,0,1866,summer,August,14,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,camped along Yellowstone River in Livingston area,,A. Bart Henderson,172,prospecting,country around GYE,1866,August,14,1866,October,6,0,Henderson 1894,10,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,,Less than 10,1,,0,,0,1860,,,,"Raynolds, Captain W. F.",wfra,1860,First Hand,continental,,military personnel,Non to Official,M,"Yellowstone River, downstream from Livingston, MT",,"Captain WF Raynolds, Jim Bridger, Lieutenant Maynadier, Elliot Coues, Ferdinand Hayden",,"""organize an expedition for the explorationof the region…""",US Corps of Topo Engineers,1860,May,21,1860,July,4,1,Raynolds 1868,11,"Raynolds, Captain W.F.",1868,The report of Brevet Brigadier General W.F. Raynolds on the exploration of the Yellowstone and the country drained by that river.,,USGPO,Washington,"originally from 40th Cong., 1st Sess., Sen. Ex. Doc. 77 (report)"
Bison,observed animal,thousands,More than 500,1,,0,,0,1835,spring,May,0,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,Salt River Valley,,Osborne Russell,,,,1835,May,1,1835,October,3,1,Russell 1955,12,Russell,1955,,,,,
Bison,observed animal,one,Less than 10,1,,0,,0,1879,,,0,"Reeves, Rolling",rore,1879,First Hand,continental,,civilian official,Official,M,whole trip,Ft Washakie to Bozeman,"Reeves, McGary, Dame, Kelly",16,,survey Northern WY boundary,1879,,0,1879,,0,0,Reeves 1879,12,"Reeves, Rolling I.",1879,,,,,
Bison,observed animal,several thousand,More than 500,1,,0,,0,1866,summer,August,27,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,Rock Creek,downstream far enough to be in bison counry,A. Bart Henderson,172,prospecting,country around GYE,1866,August,14,1866,October,6,0,Henderson 1894,14,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,abounds,More than 500,1,,0,,0,1835,spring,June,24,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,Pierre's Hole,,Osborne Russell,,,,1835,May,1,1835,October,3,1,Russell 1955,15,Russell,1955,,,,,
Bison,observed animal,,Less than 10,1,,0,,0,1873,summer,July,19,"Jones, Captain W.A.",wajo,1873,First Hand,continental,,military personnel,Official,M,"Owl Creek, above its canyon",,"Capt WA Jones, Narkok, Capt Noyles, Lt Hall, Comstock, Creary, LeHardy, Lt Young, Heizmann",20,scientific discovery,"20+military escort, packers & scouts, ""Reconnaissance of Northwestern Wyoming"" southeast GYE, Jones Pass, FB, Canyon, Mirror, Tower Fall, Washburn, geyser basins, Lake, Thorofare",1873,July,17,1873,September,5,1,Jones 1875,15,"Jones, Captain W.A.",1875,,,,,
Bison,observed animal,a number of straggling,Less than 10,1,,0,,0,1873,summer,July,23,"Jones, Captain W.A.",wajo,1873,First Hand,continental,,military personnel,Official,M,near Greybull River,,"Capt WA Jones, Narkok, Capt Noyles, Lt Hall, Comstock, Creary, LeHardy, Lt Young, Heizmann",20,scientific discovery,"20+military escort, packers & scouts, ""Reconnaissance of Northwestern Wyoming"" southeast GYE, Jones Pass, FB, Canyon, Mirror, Tower Fall, Washburn, geyser basins, Lake, Thorofare",1873,July,17,1873,September,5,1,Jones 1875,16,"Jones, Captain W.A.",1875,,,,,
Bison,observed animal,,Less than 10,1,,0,,0,1874,summer,August,12,"Richards, William Alford",wari,1874,First Hand,regional,,civilian official,Official,M,advanced a little more than 3 miles,,"WA Richards, Billie, Dick, Roney, Tom Barry, Frank, Ben, Wheaton, AV Richards",,survey West boundary of WY,"Geneva, ID to corner, Bozeman",1874,June,20,1874,September,0,0,Richards 2001,17,"Richards, William Alford",2001,,,,,
Bison,observed animal,valleys full of buffalo,More than 500,1,,0,,0,1879,summer,September,27,"Seguin, M. Augustin",mase,1879,First Hand,international,,tourist,Non to Official,M,"Madison River, few miles downstream from junction",,M. Augustin Seguin,,,,1879,September,0,1879,September,0,0,Seguin 1881,18,"Seguin, M. Augustin",1881,,,,,translation by Christina MacIntosh
Bison,observed animal,,Less than 10,1,,0,,0,1870,summer,August,29,"Gillette, Warren",wagi,1870,First Hand,regional,,businessman,Official,M,Mount Washburn,,"Henry Washburn, Captain Gustavus Doane, Truman Everts, Private Williamson, Private Moore, Nathaniel P. Langford, Samuel Hauser, B. Stickney, Jr, Cornelius Hedges, Bean, Reynolds, Jake Smith, Warren Gillette, Walter Trumbull",19,,"40 horses, one dog; Yellowstone Rr toYellowstone Lake to W Thumb to Old Faithful and out Madison",1870,August,25,1870,October,20,1,Gillette 1972,19,"Gillette, Warren",1972,,,,,
Bison,observed animal,,Less than 10,1,,0,,0,1866,summer,September,14,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,4 miles southeast,,A. Bart Henderson,172,prospecting,country around GYE,1866,August,14,1866,October,6,0,Henderson 1894,20,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,,Less than 10,1,,0,,0,1866,summer,September,18,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,"traveled south, camped on a small stream high in the mountains",perhaps foothills or mountains west of Grass Creek,A. Bart Henderson,172,prospecting,country around GYE,1866,August,14,1866,October,6,0,Henderson 1894,21,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,several thousand,More than 500,1,,0,,0,1866,summer,September,20,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,"followed creek down 6 miles, level plain",,A. Bart Henderson,172,prospecting,country around GYE,1866,August,14,1866,October,6,0,Henderson 1894,21,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,covered black with buffalo,More than 500,1,,0,,0,1866,summer,September,22,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,Owl Creek drainage,"foothills west of Grass Creek, not too far into Absarokas",A. Bart Henderson,172,prospecting,country around GYE,1866,August,14,1866,October,6,0,Henderson 1894,21,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,,Less than 10,1,,0,,0,1866,summer,September,24,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,camped on tributary of Owl Creek,,A. Bart Henderson,172,prospecting,country around GYE,1866,August,14,1866,October,6,0,Henderson 1894,22,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,plenty,100 to 500,1,,0,,0,1866,summer,September,25,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,moved farther south to Wind River Valley,,A. Bart Henderson,172,prospecting,country around GYE,1866,August,14,1866,October,6,0,Henderson 1894,22,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,,Less than 10,1,,0,,1,1866,summer,September,27,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,traveled farther west into country cut into pieces by deep gullies,,A. Bart Henderson,172,prospecting,country around GYE,1866,August,14,1866,October,6,0,Henderson 1894,22,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,plenty,100 to 500,1,,0,,0,1823,fall,November,0,"Clyman, James",jacl,"1823, 1824",First Hand,continental,,trapper,Non to Official,M,"Wind River, near present Crowheart, WY",,"Thomas Fitzpatrick, James Clyman, Sublett, Branch",,,led by Fitzpatrick,1823,November,0,1824,June,10,0,Clyman 1828,28,"Clyman, James",1828,,,,,
Bison,observed animal,,Less than 10,1,,0,,1,1823,fall,November,0,"Clyman, James",jacl,"1823, 1824",First Hand,continental,,trapper,Non to Official,M,"Wind River, near present Crowheart, WY",,"Thomas Fitzpatrick, James Clyman, Sublett, Branch",,,led by Fitzpatrick,1823,November,0,1824,June,10,0,Clyman 1828,28,"Clyman, James",1828,,,,,
Bison,observed animal,three males,Less than 10,1,,0,,0,1824,winter,February,0,"Clyman, James",jacl,"1823, 1824",First Hand,continental,,trapper,Non to Official,M,near Popo Agie Creek,,"Thomas Fitzpatrick, James Clyman, Sublett, Branch",,,led by Fitzpatrick,1823,November,0,1824,June,10,0,Clyman 1828,29,"Clyman, James",1828,,,,,
Bison,observed animal,shaggy,Less than 10,1,,0,,0,1880,summer,,0,"Eltonhead, Marion",mael,1880,First Hand,continental,,unknown,Non to Official,F,YNP,,Marion Eltonhead,,,"high social standing, PA trip to West",1880,,0,1880,,0,0,Eltonhead 1918,29,"Eltonhead, Marion",1918,,,,,
Bison,observed animal,,Less than 10,1,,0,,0,1832,,,0,"Nidever, George",geni,1832,First Hand,continental,,trapper,Non to Official,M,,,George Nidever,,,,1832,,0,1832,,0,0,Nidever 1937,30,Nidever,1937,,,,,
Bison,observed animal,Bottler's,Less than 10,1,,0,,0,1878,fall,October,16,"Mushbach, Joseph E.",jomu,1878,First Hand,continental,,scientist,Official,M,northward from Tom Miner Creek,,"Hayden, Peale, Comstock, Gannett, Holmes, Jackson, Mushbach, Cooper, West, Graves, Clarke, Eckles, Yount, Amelung, Miles",30,USGGS survey,,1878,July,27,1878,October,15,0,Mushbach 1878,30,"Mushbach, Joseph E.",1878,,,,,
Bison,observed animal,scarce,Less than 10,1,,0,,0,1824,winter,February,0,"Clyman, James",jacl,"1823, 1824",First Hand,continental,,trapper,Non to Official,M,continued onto Sweetwater River,,"Thomas Fitzpatrick, James Clyman, Sublett, Branch",,,led by Fitzpatrick,1823,November,0,1824,June,10,0,Clyman 1828,31,"Clyman, James",1828,,,,,
